id,name,symbol,slug,cmcRank,circulatingSupply,totalSupply,maxSupply,lastUpdated,dateAdded,tags,quotes,url,date_added,max_supply,circulating_supply,total_supply,platform,cmc_rank,last_updated,timestamp
22,Luckycoin,LKY,luckycoin,25,5928440.0,5928440.0,,2013-08-11T23:56:16.000Z,2013-06-14T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 0.0044793, 'volume24h': 0.0, 'marketCap': 26555.26265994, 'percentChange1h': 0.456777, 'percentChange24h': 8.52527, 'percentChange7d': -10.8473, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 4.349e-05, 'volume24h': 0.0, 'marketCap': 257.81810317, 'percentChange1h': 0.456777, 'percentChange24h': 8.52527, 'percentChange7d': -10.8473, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#22,2013-06-14T00:00:00.000Z,,5928440.0,5928440.0,,25,2013-08-11T23:56:16.000Z,2024-09-24T14:59:05Z
19,Franko,FRK,franko,26,45285.30078125,45285.30078125,,2013-08-11T23:56:15.000Z,2013-06-09T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 0.46723321, 'volume24h': 0.0, 'marketCap': 21158.79648616, 'percentChange1h': 0.18197, 'percentChange24h': 12.9418, 'percentChange7d': -20.7848, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 0.00453625, 'volume24h': 0.0, 'marketCap': 205.42522382, 'percentChange1h': 0.18197, 'percentChange24h': 12.9418, 'percentChange7d': -20.7848, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#19,2013-06-09T00:00:00.000Z,,45285.30078125,45285.30078125,,26,2013-08-11T23:56:15.000Z,2024-09-24T14:59:05Z
15,Bytecoin,BTE,bytecoin-bte,27,927750.0,927750.0,,2013-08-11T23:56:11.000Z,2013-05-10T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 0.0186858, 'volume24h': 0.0, 'marketCap': 17335.75010765, 'percentChange1h': 0.183761, 'percentChange24h': 9.19175, 'percentChange7d': 4.66377, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 0.00018142, 'volume24h': 0.0, 'marketCap': 168.30826594, 'percentChange1h': 0.183761, 'percentChange24h': 9.19175, 'percentChange7d': 4.66377, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#15,2013-05-10T00:00:00.000Z,,927750.0,927750.0,,27,2013-08-11T23:56:11.000Z,2024-09-24T14:59:05Z
14,BitBar,BTB,bitbar,28,4944.95849609375,4944.95849609375,,2013-08-11T23:56:08.000Z,2013-05-09T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 3.1500001, 'volume24h': 0.0, 'marketCap': 15576.61973428, 'percentChange1h': 0.147127, 'percentChange24h': 1.90433, 'percentChange7d': -6.72409, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 0.03058253, 'volume24h': 0.0, 'marketCap': 151.22932901, 'percentChange1h': 0.147127, 'percentChange24h': 1.90433, 'percentChange7d': -6.72409, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#14,2013-05-09T00:00:00.000Z,,4944.95849609375,4944.95849609375,,28,2013-08-11T23:56:08.000Z,2024-09-24T14:59:05Z
43,Anoncoin,ANC,anoncoin,29,375132.8125,375132.8125,,2013-08-11T23:56:30.000Z,2013-07-15T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 0.0399, 'volume24h': 0.0, 'marketCap': 14967.79964582, 'percentChange1h': 0.183775, 'percentChange24h': 0.784261, 'percentChange7d': -57.9941, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 0.00038738, 'volume24h': 0.0, 'marketCap': 145.31845393, 'percentChange1h': 0.183775, 'percentChange24h': 0.784261, 'percentChange7d': -57.9941, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#43,2013-07-15T00:00:00.000Z,,375132.8125,375132.8125,,29,2013-08-11T23:56:30.000Z,2024-09-24T14:59:05Z
29,Bottlecaps,CAP,bottlecaps,30,700193.75,700193.75,,2013-08-11T23:56:17.000Z,2013-07-04T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 0.0209979, 'volume24h': 0.0, 'marketCap': 14702.59870428, 'percentChange1h': 4.87766, 'percentChange24h': 11.2426, 'percentChange7d': -25.966, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 0.00020386, 'volume24h': 0.0, 'marketCap': 142.74368731, 'percentChange1h': 4.87766, 'percentChange24h': 11.2426, 'percentChange7d': -25.966, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#29,2013-07-04T00:00:00.000Z,,700193.75,700193.75,,30,2013-08-11T23:56:17.000Z,2024-09-24T14:59:05Z
31,Argentum,ARG,argentum,31,392278.0,392278.0,,2013-08-11T23:56:17.000Z,2013-07-04T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 0.03160605, 'volume24h': 0.0, 'marketCap': 12398.3574329, 'percentChange1h': 0.183765, 'percentChange24h': -12.6468, 'percentChange7d': -27.1234, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 0.00030685, 'volume24h': 0.0, 'marketCap': 120.37241118, 'percentChange1h': 0.183765, 'percentChange24h': -12.6468, 'percentChange7d': -27.1234, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#31,2013-07-04T00:00:00.000Z,,392278.0,392278.0,,31,2013-08-11T23:56:17.000Z,2024-09-24T14:59:06Z
39,CraftCoin,CRC,craftcoin,32,93302.0,93302.0,,2013-08-11T23:56:30.000Z,2013-07-07T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 0.1201074, 'volume24h': 0.0, 'marketCap': 11206.26039568, 'percentChange1h': -4.5015, 'percentChange24h': 16.6209, 'percentChange7d': -11.918, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 0.00116609, 'volume24h': 0.0, 'marketCap': 108.79865268, 'percentChange1h': -4.5015, 'percentChange24h': 16.6209, 'percentChange7d': -11.918, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#39,2013-07-07T00:00:00.000Z,,93302.0,93302.0,,32,2013-08-11T23:56:30.000Z,2024-09-24T14:59:06Z
34,Bitgem,BTG,bitgem,33,18481.498046875,18481.498046875,,2013-08-11T23:56:28.000Z,2013-07-04T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 0.58910775, 'volume24h': 0.0, 'marketCap': 10887.59376515, 'percentChange1h': 0.183768, 'percentChange24h': -8.35511, 'percentChange7d': -19.0148, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 0.00571949, 'volume24h': 0.0, 'marketCap': 105.70480167, 'percentChange1h': 0.183768, 'percentChange24h': -8.35511, 'percentChange7d': -19.0148, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#34,2013-07-04T00:00:00.000Z,,18481.498046875,18481.498046875,,33,2013-08-11T23:56:28.000Z,2024-09-24T14:59:06Z
36,AlphaCoin,ALF,alphacoin,34,10164050.0,10164050.0,,2013-08-11T23:56:29.000Z,2013-07-07T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 0.00105, 'volume24h': 0.0, 'marketCap': 10672.25211947, 'percentChange1h': 3.73399, 'percentChange24h': 21.9383, 'percentChange7d': -6.83896, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 1.019e-05, 'volume24h': 0.0, 'marketCap': 103.61410592, 'percentChange1h': 3.73399, 'percentChange24h': 21.9383, 'percentChange7d': -6.83896, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#36,2013-07-07T00:00:00.000Z,,10164050.0,10164050.0,,34,2013-08-11T23:56:29.000Z,2024-09-24T14:59:06Z
38,Krugercoin,KGC,krugercoin,35,9401490.0,9401490.0,,2013-08-11T23:56:29.000Z,2013-07-07T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 0.00100065, 'volume24h': 0.0, 'marketCap': 9407.60091434, 'percentChange1h': 0.18377, 'percentChange24h': -5.96201, 'percentChange7d': -28.1845, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 9.72e-06, 'volume24h': 0.0, 'marketCap': 91.33593797, 'percentChange1h': 0.18377, 'percentChange24h': -5.96201, 'percentChange7d': -28.1845, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#38,2013-07-07T00:00:00.000Z,,9401490.0,9401490.0,,35,2013-08-11T23:56:29.000Z,2024-09-24T14:59:06Z
48,Lebowskis,LBW,lebowskis,36,611238.125,611238.125,,2013-08-11T23:56:34.000Z,2013-07-25T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 0.0152586, 'volume24h': 0.0, 'marketCap': 9326.63805658, 'percentChange1h': 0.183771, 'percentChange24h': 49.5186, 'percentChange7d': 236.512, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 0.00014814, 'volume24h': 0.0, 'marketCap': 90.54989075, 'percentChange1h': 0.183771, 'percentChange24h': 49.5186, 'percentChange7d': 236.512, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#48,2013-07-25T00:00:00.000Z,,611238.125,611238.125,,36,2013-08-11T23:56:34.000Z,2024-09-24T14:59:06Z
45,CasinoCoin,CSC,casinocoin,37,2047850.0,2047850.0,,2013-08-11T23:56:31.000Z,2018-01-16T00:00:00.000Z,,"[{'name': '2781', 'price': 0.0037443, 'volume24h': 0.0, 'marketCap': 7667.76473287, 'percentChange1h': 8.25919, 'percentChange24h': 2.87206, 'percentChange7d': -50.3888, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 3.635e-05, 'volume24h': 0.0, 'marketCap': 74.44432331, 'percentChange1h': 8.25919, 'percentChange24h': 2.87206, 'percentChange7d': -50.3888, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#45,2018-01-16T00:00:00.000Z,,2047850.0,2047850.0,,37,2013-08-11T23:56:31.000Z,2024-09-24T14:59:06Z
50,Emerald Crypto,EMD,emerald,38,1503755.0,1503755.0,32000000.0,2013-08-11T23:56:34.000Z,2013-08-04T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 0.0044205, 'volume24h': 0.0, 'marketCap': 6647.3486512, 'percentChange1h': -1.03856, 'percentChange24h': 17.4684, 'percentChange7d': -22.0778, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 4.292e-05, 'volume24h': 0.0, 'marketCap': 64.53737033, 'percentChange1h': -1.03856, 'percentChange24h': 17.4684, 'percentChange7d': -22.0778, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#50,2013-08-04T00:00:00.000Z,32000000.0,1503755.0,1503755.0,,38,2013-08-11T23:56:34.000Z,2024-09-24T14:59:06Z
47,Spots,SPT,spots,39,489559.0,489559.0,,2013-08-11T23:56:32.000Z,2013-07-25T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 0.01355865, 'volume24h': 0.0, 'marketCap': 6637.75932594, 'percentChange1h': 0.183772, 'percentChange24h': -34.0757, 'percentChange7d': 48.7659, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 0.00013164, 'volume24h': 0.0, 'marketCap': 64.44427007, 'percentChange1h': 0.183772, 'percentChange24h': -34.0757, 'percentChange7d': 48.7659, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#47,2013-07-25T00:00:00.000Z,,489559.0,489559.0,,39,2013-08-11T23:56:32.000Z,2024-09-24T14:59:06Z
21,Memecoin,MEM,memecoin,40,25673450.0,25673450.0,,2013-08-11T23:56:16.000Z,2013-06-09T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 0.00024109, 'volume24h': 0.0, 'marketCap': 6189.61219265, 'percentChange1h': 9.77295, 'percentChange24h': 14.8587, 'percentChange7d': -2.11911, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 2.34e-06, 'volume24h': 0.0, 'marketCap': 60.09332671, 'percentChange1h': 9.77295, 'percentChange24h': 14.8587, 'percentChange7d': -2.11911, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#21,2013-06-09T00:00:00.000Z,,25673450.0,25673450.0,,40,2013-08-11T23:56:16.000Z,2024-09-24T14:59:06Z
46,XenCoin,XNC,xencoin,41,159515856.0,159515856.0,,2013-08-11T23:56:31.000Z,2013-07-25T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 3.327e-05, 'volume24h': 0.0, 'marketCap': 5307.15928626, 'percentChange1h': 0.74961, 'percentChange24h': 10.9633, 'percentChange7d': -7.07718, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 3.2e-07, 'volume24h': 0.0, 'marketCap': 51.52582213, 'percentChange1h': 0.74961, 'percentChange24h': 10.9633, 'percentChange7d': -7.07718, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#46,2013-07-25T00:00:00.000Z,,159515856.0,159515856.0,,41,2013-08-11T23:56:31.000Z,2024-09-24T14:59:06Z
51,GlobalCoin,GLC,globalcoin,42,14320700.0,14320700.0,,2013-08-11T23:56:34.000Z,2013-08-04T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 0.0003696, 'volume24h': 0.0, 'marketCap': 5292.93059463, 'percentChange1h': 0.183768, 'percentChange24h': 5.79757, 'percentChange7d': -43.1926, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 3.59e-06, 'volume24h': 0.0, 'marketCap': 51.38767948, 'percentChange1h': 0.183768, 'percentChange24h': 5.79757, 'percentChange7d': -43.1926, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#51,2013-08-04T00:00:00.000Z,,14320700.0,14320700.0,,42,2013-08-11T23:56:34.000Z,2024-09-24T14:59:06Z
40,StableCoin,SBC,stablecoin,43,4229055.0,4229055.0,,2013-08-11T23:56:30.000Z,2013-07-07T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 0.00097755, 'volume24h': 0.0, 'marketCap': 4134.11293167, 'percentChange1h': 0.183776, 'percentChange24h': -10.8557, 'percentChange7d': -31.9937, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 9.49e-06, 'volume24h': 0.0, 'marketCap': 40.13702173, 'percentChange1h': 0.183776, 'percentChange24h': -10.8557, 'percentChange7d': -31.9937, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#40,2013-07-07T00:00:00.000Z,,4229055.0,4229055.0,,43,2013-08-11T23:56:30.000Z,2024-09-24T14:59:06Z
23,Nibble,NBL,nibble,44,942154.0,942154.0,,2013-08-11T23:56:16.000Z,2013-06-14T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 0.00420105, 'volume24h': 0.0, 'marketCap': 3958.03598298, 'percentChange1h': 0.183768, 'percentChange24h': -15.9443, 'percentChange7d': -3.11023, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 4.079e-05, 'volume24h': 0.0, 'marketCap': 38.42753666, 'percentChange1h': 0.183768, 'percentChange24h': -15.9443, 'percentChange7d': -3.11023, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#23,2013-06-14T00:00:00.000Z,,942154.0,942154.0,,44,2013-08-11T23:56:16.000Z,2024-09-24T14:59:06Z
28,Doubloons,DBL,doubloons,45,540489.8125,540489.8125,,2013-08-11T23:56:17.000Z,2013-07-04T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 0.005087, 'volume24h': 0.0, 'marketCap': 2749.47109294, 'percentChange1h': 4.19374, 'percentChange24h': 10.3707, 'percentChange7d': 0.684281, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 4.939e-05, 'volume24h': 0.0, 'marketCap': 26.69389608, 'percentChange1h': 4.19374, 'percentChange24h': 10.3707, 'percentChange7d': 0.684281, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#28,2013-07-04T00:00:00.000Z,,540489.8125,540489.8125,,45,2013-08-11T23:56:17.000Z,2024-09-24T14:59:07Z
27,Hypercoin,HYC,hypercoin,46,512150.0,512150.0,,2013-08-11T12:21:16.000Z,2013-07-04T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 0.00488748, 'volume24h': 0.0, 'marketCap': 2503.12446081, 'percentChange1h': -3.76815, 'percentChange24h': -8.71785, 'percentChange7d': 1.31629, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 4.745e-05, 'volume24h': 0.0, 'marketCap': 24.30218103, 'percentChange1h': -3.76815, 'percentChange24h': -8.71785, 'percentChange7d': 1.31629, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#27,2013-07-04T00:00:00.000Z,,512150.0,512150.0,,46,2013-08-11T12:21:16.000Z,2024-09-24T14:59:07Z
20,Elacoin,ELC,elacoin,47,22533.33984375,22533.33984375,,2013-08-11T23:56:15.000Z,2013-06-09T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 0.084105, 'volume24h': 0.0, 'marketCap': 1895.1665453, 'percentChange1h': 0.18377, 'percentChange24h': -7.36699, 'percentChange7d': -28.8418, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 0.00081655, 'volume24h': 0.0, 'marketCap': 18.39967656, 'percentChange1h': 0.18377, 'percentChange24h': -7.36699, 'percentChange7d': -28.8418, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#20,2013-06-09T00:00:00.000Z,,22533.33984375,22533.33984375,,47,2013-08-11T23:56:15.000Z,2024-09-24T14:59:07Z
33,EZCoin,EZC,ezcoin,48,6466571.0,6466571.0,,2013-08-11T23:56:28.000Z,2013-07-04T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 0.00024109, 'volume24h': 0.0, 'marketCap': 1559.02563568, 'percentChange1h': 1.76729, 'percentChange24h': 15.7603, 'percentChange7d': -8.48227, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 2.34e-06, 'volume24h': 0.0, 'marketCap': 15.13617234, 'percentChange1h': 1.76729, 'percentChange24h': 15.7603, 'percentChange7d': -8.48227, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#33,2013-07-04T00:00:00.000Z,,6466571.0,6466571.0,,48,2013-08-11T23:56:28.000Z,2024-09-24T14:59:07Z
26,Junkcoin,JKC,junkcoin,49,6621350.0,6621350.0,,2013-08-11T16:56:21.000Z,2013-06-14T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 0.00021853, 'volume24h': 0.0, 'marketCap': 1446.99066659, 'percentChange1h': -0.533002, 'percentChange7d': -26.2868, 'lastUpdated': '2013-08-11T00:00:00.000Z'}, {'name': '1', 'price': 2.12e-06, 'volume24h': 0.0, 'marketCap': 14.04845411, 'percentChange1h': -0.533002, 'percentChange7d': -26.2868, 'lastUpdated': '2013-08-11T12:00:00Z'}]",https://coinmarketcap.com/historical/20130811/#26,2013-06-14T00:00:00.000Z,,6621350.0,6621350.0,,49,2013-08-11T16:56:21.000Z,2024-09-24T14:59:07Z
